first_name,last_name,school,year,wins,losses,sp_overall,sp_offense,sp_defense,coach_name
Mark,Richt,Georgia,2007,11,2,23.6,38.7,16.6,Mark Richt
Mike,Riley,Oregon State,2007,9,4,11.6,25.6,13.5,Mike Riley
Steve,Roberts,Arkansas State,2007,5,7,-15.9,19.0,33.2,Steve Roberts
Greg,Robinson,Syracuse,2007,2,10,-11.7,22.0,33.6,Greg Robinson
Rich,Rodriguez,West Virginia,2007,10,2,28.2,41.7,14.4,Rich Rodriguez
Ted,Roof,Duke,2007,1,11,-22.0,15.7,34.8,Ted Roof
Nick,Saban,Alabama,2007,7,6,12.8,30.1,17.2,Nick Saban
Mike,Sanford Sr.,UNLV,2007,2,10,-13.5,18.6,32.6,Mike Sanford Sr.
Greg,Schiano,Rutgers,2007,8,5,14.3,37.0,22.2,Greg Schiano
Howard,Schnellenberger,Florida Atlantic,2007,8,5,-12.5,25.1,36.1,Howard Schnellenberger
Randy,Shannon,Miami,2007,5,7,3.2,25.0,19.9,Randy Shannon
Mark,Snyder,Marshall,2007,3,9,-9.1,31.1,39.4,Mark Snyder
Frank,Solich,Ohio,2007,6,6,-11.3,22.9,34.8,Frank Solich
Steve,Spurrier,South Carolina,2007,6,6,16.2,33.2,18.4,Steve Spurrier
Rick,Stockstill,Middle Tennessee,2007,5,7,-16.1,20.0,35.1,Rick Stockstill
Bob,Stoops,Oklahoma,2007,11,3,30.9,44.7,16.2,Bob Stoops
Mike,Stoops,Arizona,2007,5,7,7.3,26.6,21.3,Mike Stoops
Jeff,Tedford,California,2007,7,6,16.6,38.1,21.3,Jeff Tedford
Jon,Tenuta,Georgia Tech,2007,0,1,8.7,28.1,21.3,Jon Tenuta
Joe,Tiller,Purdue,2007,8,5,12.4,33.2,22.2,Joe Tiller
Bob,Toledo,Tulane,2007,4,8,-15.5,23.0,37.7,Bob Toledo
Dick,Tomey,San José State,2007,5,7,-16.0,20.3,34.7,Dick Tomey
Jim,Tressel,Ohio State,2007,11,2,29.2,37.8,9.5,Jim Tressel
Tommy,Tuberville,Auburn,2007,9,4,20.7,31.3,11.3,Tommy Tuberville
DeWayne,Walker,UCLA,2007,0,1,11.2,23.1,13.4,DeWayne Walker
Dave,Wannstedt,Pittsburgh,2007,5,7,7.5,24.7,16.8,Dave Wannstedt
Charlie,Weatherbie,UL Monroe,2007,6,6,-21.0,16.3,36.2,Charlie Weatherbie
Charlie,Weis,Notre Dame,2007,3,9,-9.7,15.1,23.3,Charlie Weis
Tommy,West,Memphis,2007,7,6,-12.9,27.0,38.3,Tommy West
Kyle,Whittingham,Utah,2007,9,4,11.9,26.5,16.5,Kyle Whittingham
Tyrone,Willingham,Washington,2007,4,9,5.2,33.0,28.0,Tyrone Willingham
Ron,Zook,Illinois,2007,9,4,12.7,34.7,22.9,Ron Zook
Tom,Amstutz,Toledo,2008,3,9,-11.4,22.6,33.1,Tom Amstutz
Chris,Ault,Nevada,2008,7,6,0.9,34.0,33.0,Chris Ault
David,Bailiff,Rice,2008,10,3,4.8,40.5,35.1,David Bailiff
Frank,Beamer,Virginia Tech,2008,10,4,8.1,20.6,13.1,Frank Beamer
Mike,Bellotti,Oregon,2008,10,3,19.6,38.4,18.3,Mike Bellotti
Bret,Bielema,Wisconsin,2008,7,6,10.5,31.3,22.0,Bret Bielema
Larry,Blakeney,Troy,2008,8,5,5.0,27.8,22.6,Larry Blakeney
Bobby,Bowden,Florida State,2008,9,4,18.7,33.8,17.7,Bobby Bowden
Tommy,Bowden,Clemson,2008,3,3,12.8,27.0,14.2,Tommy Bowden
Gregg,Brandon,Bowling Green,2008,6,6,2.4,29.2,25.7,Gregg Brandon
Tim,Brewster,Minnesota,2008,7,6,3.0,26.8,25.0,Tim Brewster
Art,Briles,Baylor,2008,4,8,4.0,32.3,27.4,Art Briles
Stan,Brock,Army,2008,3,9,-20.3,10.2,30.4,Stan Brock
J.D.,Brookhart,Akron,2008,5,7,-6.7,29.0,34.7,J.D. Brookhart
Rich,Brooks,Kentucky,2008,7,6,-1.8,18.1,19.5,Rich Brooks
Mack,Brown,Texas,2008,12,1,36.0,50.3,15.8,Mack Brown
Rickey,Bustle,Louisiana,2008,6,6,-11.1,29.3,39.9,Rickey Bustle
Troy,Calhoun,Air Force,2008,8,5,-0.7,23.0,24.6,Troy Calhoun
Neil,Callaway,UAB,2008,4,8,-10.3,24.5,35.4,Neil Callaway
Pete,Carroll,USC,2008,12,1,37.0,44.4,7.2,Pete Carroll
Gene,Chizik,Iowa State,2008,2,10,-2.8,29.2,33.2,Gene Chizik
Mario,Cristobal,Florida International,2008,5,7,-17.3,15.0,31.2,Mario Cristobal
Sylvester,Croom,Mississippi State,2008,4,8,-8.8,16.5,22.5,Sylvester Croom
Bill,Cubit,Western Michigan,2008,9,4,-3.1,28.0,29.8,Bill Cubit
David,Cutcliffe,Duke,2008,4,8,-6.7,17.8,24.9,David Cutcliffe
Mark,Dantonio,Michigan State,2008,9,4,6.6,24.9,19.8,Mark Dantonio
Butch,Davis,North Carolina,2008,8,5,10.2,27.1,17.5,Butch Davis
Todd,Dodge,North Texas,2008,1,11,-30.9,18.9,48.9,Todd Dodge
Derek,Dooley,Louisiana Tech,2008,8,5,-9.7,20.2,29.6,Derek Dooley
Randy,Edsall,UConn,2008,8,5,4.9,22.3,18.3,Randy Edsall
David,Elson,Western Kentucky,2008,2,10,-22.1,12.8,34.2,David Elson
Dennis,Erickson,Arizona State,2008,5,7,3.4,22.3,19.8,Dennis Erickson
Steve,Fairchild,Colorado State,2008,7,6,-3.3,29.8,33.8,Steve Fairchild
Larry,Fedora,Southern Miss,2008,7,6,3.1,31.0,27.0,Larry Fedora
Kirk,Ferentz,Iowa,2008,9,4,25.5,35.4,10.9,Kirk Ferentz
Pat,Fitzgerald,Northwestern,2008,9,4,7.3,26.7,19.3,Pat Fitzgerald
Ralph,Friedgen,Maryland,2008,8,5,7.6,28.8,21.6,Ralph Friedgen
Phillip,Fulmer,Tennessee,2008,5,7,12.0,19.3,6.8,Phillip Fulmer
Jeff,Genyk,Eastern Michigan,2008,3,9,-22.0,21.3,41.2,Jeff Genyk
Turner,Gill,Buffalo,2008,8,6,-14.4,26.4,39.7,Turner Gill
Joe,Glenn,Wyoming,2008,4,8,-14.5,12.1,24.5,Joe Glenn
Al,Golden,Temple,2008,5,7,-9.4,19.0,27.9,Al Golden
Todd,Graham,Tulsa,2008,11,3,7.0,39.3,31.8,Todd Graham
Jim,Grobe,Wake Forest,2008,8,5,6.4,20.3,13.6,Jim Grobe
Al,Groh,Virginia,2008,5,7,-0.6,19.0,18.6,Al Groh
Mike,Gundy,Oklahoma State,2008,9,4,23.4,46.5,24.5,Mike Gundy
Brent,Guy,Utah State,2008,3,9,-18.9,17.3,37.2,Brent Guy
Jim,Harbaugh,Stanford,2008,5,7,2.2,30.2,29.5,Jim Harbaugh
Dan,Hawkins,Colorado,2008,5,7,-2.7,23.0,23.2,Dan Hawkins
Pat,Hill,Fresno State,2008,7,6,-3.5,29.4,33.4,Pat Hill
Brady,Hoke,Ball State,2008,12,1,14.3,38.9,26.1,Brady Hoke
Skip,Holtz,East Carolina,2008,9,5,1.3,21.9,20.2,Skip Holtz
Jeff,Jagodzinski,Boston College,2008,9,5,11.0,23.0,10.0,Jeff Jagodzinski
Bobby,Johnson,Vanderbilt,2008,7,6,-2.0,15.9,18.5,Bobby Johnson
Paul,Johnson,Georgia Tech,2008,9,4,8.6,29.5,18.9,Paul Johnson
Butch,Jones,Central Michigan,2008,8,5,-5.6,30.1,36.3,Butch Jones
June,Jones,SMU,2008,1,11,-18.5,23.0,42.1,June Jones
Brian,Kelly,Cincinnati,2008,11,3,8.6,25.9,19.7,Brian Kelly
Jerry,Kill,Northern Illinois,2008,6,7,-1.6,23.3,25.5,Jerry Kill
Steve,Kragthorpe,Louisville,2008,5,7,-3.0,24.6,25.3,Steve Kragthorpe
Mike,Leach,Texas Tech,2008,11,2,23.0,49.8,25.5,Mike Leach
Jim,Leavitt,South Florida,2008,8,5,8.0,28.8,20.9,Jim Leavitt
Chuck,Long,San Diego State,2008,2,10,-17.9,19.3,36.7,Chuck Long
Rocky,Long,New Mexico,2008,4,8,-2.0,18.2,20.2,Rocky Long
Bill,Lynch,Indiana,2008,3,9,-8.3,24.3,31.6,Bill Lynch
Mark,Mangino,Kansas,2008,8,5,16.0,41.9,25.4,Mark Mangino
Doug,Martin,Kent State,2008,4,8,-8.5,27.6,34.6,Doug Martin
Greg,McMackin,Hawai'i,2008,7,7,-7.6,23.8,29.7,Greg McMackin
Bronco,Mendenhall,BYU,2008,10,3,12.2,38.3,26.3,Bronco Mendenhall
Urban,Meyer,Florida,2008,13,1,34.7,43.7,11.2,Urban Meyer
Les,Miles,LSU,2008,8,5,20.8,35.7,17.5,Les Miles
Shane,Montgomery,Miami (OH),2008,2,10,-15.8,16.1,33.8,Shane Montgomery
Hal,Mumme,New Mexico State,2008,3,9,-21.7,17.1,36.9,Hal Mumme
Rick,Neuheisel,UCLA,2008,4,8,-0.1,18.7,19.6,Rick Neuheisel
Ken,Niumatalolo,Navy,2008,8,5,-3.5,25.3,30.2,Ken Niumatalolo
Houston,Nutt,Ole Miss,2008,9,4,17.1,35.1,19.6,Houston Nutt
Tom,O'Brien,NC State,2008,6,7,1.8,27.4,26.8,Tom O'Brien
George,O'Leary,UCF,2008,4,8,-15.8,7.3,22.3,George O'Leary
Stan,Parrish,Ball State,2008,0,1,14.3,38.9,26.1,Stan Parrish
Joe,Paterno,Penn State,2008,11,2,29.5,41.1,13.5,Joe Paterno
Gary,Patterson,TCU,2008,11,2,19.2,30.5,11.8,Gary Patterson
Bo,Pelini,Nebraska,2008,9,4,18.9,42.0,23.8,Bo Pelini
Chris,Petersen,Boise State,2008,12,1,19.8,33.8,15.0,Chris Petersen
Bobby,Petrino,Arkansas,2008,5,7,4.8,32.3,25.8,Bobby Petrino
Gary,Pinkel,Missouri,2008,10,4,24.0,43.8,22.3,Gary Pinkel
Mike,Price,UTEP,2008,5,7,-2.7,33.8,38.8,Mike Price
Ron,Prince,Kansas State,2008,5,7,6.0,35.3,30.3,Ron Prince
Mark,Richt,Georgia,2008,10,3,20.9,39.2,18.3,Mark Richt
Mike,Riley,Oregon State,2008,9,4,14.2,33.7,19.1,Mike Riley
Steve,Roberts,Arkansas State,2008,6,6,-9.5,22.8,32.3,Steve Roberts
Greg,Robinson,Syracuse,2008,3,9,-14.6,19.3,35.4,Greg Robinson
Rich,Rodriguez,Michigan,2008,3,9,1.6,20.5,19.2,Rich Rodriguez
Nick,Saban,Alabama,2008,12,2,23.0,34.2,10.9,Nick Saban
Mike,Sanford Sr.,UNLV,2008,5,7,-12.4,24.1,36.5,Mike Sanford Sr.
Greg,Schiano,Rutgers,2008,8,5,2.4,28.8,25.2,Greg Schiano
Howard,Schnellenberger,Florida Atlantic,2008,7,6,-8.5,25.5,33.6,Howard Schnellenberger
Randy,Shannon,Miami,2008,7,6,10.9,26.8,17.9,Randy Shannon
Mike,Sherman,Texas A&M,2008,4,8,-5.6,27.4,33.1,Mike Sherman
Mark,Snyder,Marshall,2008,4,8,-4.2,23.2,27.4,Mark Snyder
Frank,Solich,Ohio,2008,4,8,-9.3,21.6,29.7,Frank Solich
Steve,Spurrier,South Carolina,2008,7,6,7.8,23.7,16.3,Steve Spurrier
Bill,Stewart,West Virginia,2008,9,4,6.2,25.5,21.1,Bill Stewart
Rick,Stockstill,Middle Tennessee,2008,5,7,-15.0,17.2,31.6,Rick Stockstill
Bob,Stoops,Oklahoma,2008,12,2,32.4,52.3,18.1,Bob Stoops
Mike,Stoops,Arizona,2008,8,5,16.3,34.9,20.5,Mike Stoops
Kevin,Sumlin,Houston,2008,8,5,6.4,39.2,31.5,Kevin Sumlin
Dabo,Swinney,Clemson,2008,4,3,12.8,27.0,14.2,Dabo Swinney
Jeff,Tedford,California,2008,9,4,18.0,32.7,14.3,Jeff Tedford
Joe,Tiller,Purdue,2008,4,8,2.4,24.6,20.6,Joe Tiller
Bob,Toledo,Tulane,2008,2,10,-17.4,19.8,34.7,Bob Toledo
Dick,Tomey,San José State,2008,6,6,-13.2,12.9,25.4,Dick Tomey
Jim,Tressel,Ohio State,2008,10,3,22.7,32.7,12.2,Jim Tressel
Tommy,Tuberville,Auburn,2008,5,7,1.4,19.7,17.4,Tommy Tuberville
Dave,Wannstedt,Pittsburgh,2008,9,4,9.0,26.2,19.2,Dave Wannstedt
Charlie,Weatherbie,UL Monroe,2008,4,8,-26.7,16.6,41.1,Charlie Weatherbie
Charlie,Weis,Notre Dame,2008,7,6,6.8,26.7,19.0,Charlie Weis
Tommy,West,Memphis,2008,6,7,-3.4,28.9,31.5,Tommy West
Kyle,Whittingham,Utah,2008,13,0,18.2,31.5,15.6,Kyle Whittingham
Tyrone,Willingham,Washington,2008,0,12,-21.3,17.4,36.3,Tyrone Willingham
Paul,Wulff,Washington State,2008,2,11,-17.5,16.0,32.4,Paul Wulff
Ron,Zook,Illinois,2008,5,7,8.9,33.2,23.8,Ron Zook
Gary,Andersen,Utah State,2009,4,8,-12.7,25.7,37.1,Gary Andersen
Chris,Ault,Nevada,2009,8,5,0.5,35.6,34.3,Chris Ault
David,Bailiff,Rice,2009,2,10,-26.0,15.0,39.2,David Bailiff
Frank,Beamer,Virginia Tech,2009,10,3,27.8,36.6,11.1,Frank Beamer
Tim,Beckman,Toledo,2009,5,7,-7.4,27.8,34.8,Tim Beckman
Bret,Bielema,Wisconsin,2009,10,3,16.9,35.5,19.4,Bret Bielema
Larry,Blakeney,Troy,2009,9,4,0.5,31.3,31.6,Larry Blakeney
Bobby,Bowden,Florida State,2009,7,6,8.8,38.5,30.6,Bobby Bowden
Tim,Brewster,Minnesota,2009,6,7,0.3,22.1,22.5,Tim Brewster
Art,Briles,Baylor,2009,4,8,-3.6,22.7,25.6,Art Briles
J.D.,Brookhart,Akron,2009,3,9,-17.8,16.3,31.9,J.D. Brookhart
Rich,Brooks,Kentucky,2009,7,6,2.1,23.8,23.1,Rich Brooks
Mack,Brown,Texas,2009,13,1,30.0,37.6,9.2,Mack Brown
Rickey,Bustle,Louisiana,2009,6,6,-23.8,13.5,37.5,Rickey Bustle
Troy,Calhoun,Air Force,2009,8,5,4.7,21.3,17.4,Troy Calhoun
Neil,Callaway,UAB,2009,5,7,-6.8,30.4,36.9,Neil Callaway
Pete,Carroll,USC,2009,9,4,16.6,35.2,17.4,Pete Carroll
Gene,Chizik,Auburn,2009,8,5,17.4,35.6,19.6,Gene Chizik
Dave,Christensen,Wyoming,2009,7,6,-14.4,16.9,30.9,Dave Christensen
Dave,Clawson,Bowling Green,2009,7,6,-3.3,27.6,29.0,Dave Clawson
Mario,Cristobal,Florida International,2009,3,9,-30.3,12.6,42.6,Mario Cristobal
Bill,Cubit,Western Michigan,2009,5,7,-12.0,21.8,33.6,Bill Cubit
David,Cutcliffe,Duke,2009,5,7,-6.1,22.5,28.4,David Cutcliffe
Mark,Dantonio,Michigan State,2009,6,7,8.7,32.1,24.5,Mark Dantonio
Butch,Davis,North Carolina,2009,8,5,8.5,22.5,14.5,Butch Davis
Todd,Dodge,North Texas,2009,2,10,-15.1,22.3,36.7,Todd Dodge
Derek,Dooley,Louisiana Tech,2009,4,8,-3.8,23.6,26.9,Derek Dooley
Randy,Edsall,UConn,2009,8,5,5.4,30.3,24.8,Randy Edsall
Rich,Ellerson,Army,2009,5,7,-21.7,6.5,27.7,Rich Ellerson
David,Elson,Western Kentucky,2009,0,12,-27.8,17.1,45.3,David Elson
Ron,English,Eastern Michigan,2009,0,12,-32.7,11.7,42.3,Ron English
Dennis,Erickson,Arizona State,2009,4,8,8.2,25.2,15.6,Dennis Erickson
Steve,Fairchild,Colorado State,2009,3,9,-4.5,29.7,32.8,Steve Fairchild
Larry,Fedora,Southern Miss,2009,7,6,2.4,30.4,27.6,Larry Fedora
Kirk,Ferentz,Iowa,2009,11,2,17.3,25.1,8.9,Kirk Ferentz
Pat,Fitzgerald,Northwestern,2009,8,5,-4.0,24.4,27.4,Pat Fitzgerald
Ralph,Friedgen,Maryland,2009,2,10,-4.1,21.4,25.5,Ralph Friedgen
Turner,Gill,Buffalo,2009,5,7,-11.6,21.8,31.8,Turner Gill
Al,Golden,Temple,2009,9,4,-4.9,21.8,26.2,Al Golden
Todd,Graham,Tulsa,2009,5,7,-1.1,27.2,30.1,Todd Graham
Jim,Grobe,Wake Forest,2009,5,7,3.3,32.6,28.3,Jim Grobe
Al,Groh,Virginia,2009,3,9,0.7,19.2,19.2,Al Groh
Mike,Gundy,Oklahoma State,2009,9,4,14.0,28.7,16.6,Mike Gundy
Jim,Harbaugh,Stanford,2009,8,5,10.7,39.2,30.6,Jim Harbaugh
Dan,Hawkins,Colorado,2009,3,9,0.2,20.6,19.3,Dan Hawkins
Michael,Haywood,Miami (OH),2009,1,11,-18.9,17.7,33.9,Michael Haywood
Pat,Hill,Fresno State,2009,8,5,4.1,33.5,32.1,Pat Hill
Brady,Hoke,San Diego State,2009,4,8,-11.0,19.5,28.7,Brady Hoke
Skip,Holtz,East Carolina,2009,9,5,-2.3,24.5,26.7,Skip Holtz
Danny,Hope,Purdue,2009,5,7,5.1,29.3,23.8,Danny Hope
Bobby,Johnson,Vanderbilt,2009,2,10,-5.5,16.3,22.0,Bobby Johnson
Paul,Johnson,Georgia Tech,2009,11,3,9.7,35.4,25.8,Paul Johnson
Butch,Jones,Central Michigan,2009,11,2,3.5,29.1,25.7,Butch Jones
June,Jones,SMU,2009,8,5,-6.1,26.0,32.6,June Jones
Brian,Kelly,Cincinnati,2009,12,0,18.2,40.8,23.4,Brian Kelly
Chip,Kelly,Oregon,2009,10,3,22.4,36.2,15.5,Chip Kelly
Lane,Kiffin,Tennessee,2009,7,6,16.2,32.9,15.5,Lane Kiffin
Jerry,Kill,Northern Illinois,2009,7,6,-4.6,23.8,28.5,Jerry Kill
Steve,Kragthorpe,Louisville,2009,4,8,-5.4,23.7,28.0,Steve Kragthorpe
Mike,Leach,Texas Tech,2009,8,4,24.6,38.5,14.4,Mike Leach
Jim,Leavitt,South Florida,2009,8,5,2.8,26.9,22.5,Jim Leavitt
Mike,Locksley,New Mexico,2009,1,11,-19.1,16.4,33.8,Mike Locksley
Bill,Lynch,Indiana,2009,4,8,-6.7,25.4,30.4,Bill Lynch
Mark,Mangino,Kansas,2009,5,7,8.0,32.7,23.8,Mark Mangino
Doug,Marrone,Syracuse,2009,4,8,-2.8,23.3,26.4,Doug Marrone
Doug,Martin,Kent State,2009,5,7,-11.9,16.6,26.4,Doug Martin
Greg,McMackin,Hawai'i,2009,6,7,-8.8,29.0,35.9,Greg McMackin
Bronco,Mendenhall,BYU,2009,11,2,12.7,34.0,20.7,Bronco Mendenhall
Urban,Meyer,Florida,2009,13,1,32.8,39.4,8.0,Urban Meyer
Les,Miles,LSU,2009,9,4,23.0,30.8,10.3,Les Miles
Dan,Mullen,Mississippi State,2009,5,7,4.7,27.8,24.1,Dan Mullen
Rick,Neuheisel,UCLA,2009,7,6,4.6,24.3,21.6,Rick Neuheisel
Ken,Niumatalolo,Navy,2009,10,4,-2.9,24.4,28.0,Ken Niumatalolo
Houston,Nutt,Ole Miss,2009,9,4,16.7,31.8,15.6,Houston Nutt
Tom,O'Brien,NC State,2009,5,7,0.6,30.7,29.8,Tom O'Brien
George,O'Leary,UCF,2009,8,5,-5.4,21.1,25.7,George O'Leary
Stan,Parrish,Ball State,2009,2,10,-17.3,15.0,32.3,Stan Parrish
Joe,Paterno,Penn State,2009,11,2,21.9,34.2,10.9,Joe Paterno
Gary,Patterson,TCU,2009,12,1,25.6,36.0,11.4,Gary Patterson
Bo,Pelini,Nebraska,2009,10,4,19.9,25.9,7.8,Bo Pelini
Chris,Petersen,Boise State,2009,14,0,19.9,36.9,17.7,Chris Petersen
Bobby,Petrino,Arkansas,2009,8,5,16.0,38.0,21.1,Bobby Petrino
Gary,Pinkel,Missouri,2009,8,5,11.8,34.2,23.8,Gary Pinkel
Mike,Price,UTEP,2009,4,8,-5.7,31.0,36.1,Mike Price
Paul,Rhoads,Iowa State,2009,7,5,1.0,26.5,27.0,Paul Rhoads
Mark,Richt,Georgia,2009,8,5,19.1,33.6,16.8,Mark Richt
Mike,Riley,Oregon State,2009,8,5,12.6,35.3,24.7,Mike Riley
Steve,Roberts,Arkansas State,2009,4,8,-18.2,14.5,33.1,Steve Roberts
Rich,Rodriguez,Michigan,2009,5,7,8.2,32.6,25.6,Rich Rodriguez
Nick,Saban,Alabama,2009,14,0,30.2,35.0,6.5,Nick Saban
Mike,Sanford Sr.,UNLV,2009,5,7,-11.5,25.4,36.1,Mike Sanford Sr.
Steve,Sarkisian,Washington,2009,5,7,-0.2,29.9,30.5,Steve Sarkisian
Greg,Schiano,Rutgers,2009,9,4,3.1,22.1,19.0,Greg Schiano
Howard,Schnellenberger,Florida Atlantic,2009,5,7,-17.3,25.8,42.6,Howard Schnellenberger
Randy,Shannon,Miami,2009,9,4,25.0,38.5,15.1,Randy Shannon
Mike,Sherman,Texas A&M,2009,6,7,7.6,35.4,26.9,Mike Sherman
Bill,Snyder,Kansas State,2009,6,6,5.0,25.1,20.3,Bill Snyder
Mark,Snyder,Marshall,2009,7,6,-6.1,21.1,28.3,Mark Snyder
Frank,Solich,Ohio,2009,9,5,-8.6,15.6,24.3,Frank Solich
Frank,Spaziani,Boston College,2009,8,5,12.7,27.1,15.9,Frank Spaziani
Steve,Spurrier,South Carolina,2009,7,6,13.9,27.0,13.2,Steve Spurrier
Bill,Stewart,West Virginia,2009,9,4,13.8,31.1,19.0,Bill Stewart
Rick,Stockstill,Middle Tennessee,2009,10,3,-2.1,23.5,25.2,Rick Stockstill
Bob,Stoops,Oklahoma,2009,8,5,22.3,31.4,8.6,Bob Stoops
Mike,Stoops,Arizona,2009,8,5,7.1,28.1,20.4,Mike Stoops
Kevin,Sumlin,Houston,2009,10,4,4.0,37.8,33.8,Kevin Sumlin
Dabo,Swinney,Clemson,2009,9,5,16.4,31.1,14.4,Dabo Swinney
Jeff,Tedford,California,2009,8,5,6.5,30.2,22.5,Jeff Tedford
Bob,Toledo,Tulane,2009,3,9,-22.2,19.6,39.4,Bob Toledo
Dick,Tomey,San José State,2009,2,10,-25.2,13.5,37.7,Dick Tomey
Jim,Tressel,Ohio State,2009,11,2,21.0,30.0,9.3,Jim Tressel
DeWayne,Walker,New Mexico State,2009,3,10,-28.5,6.2,33.0,DeWayne Walker
Dave,Wannstedt,Pittsburgh,2009,10,3,17.9,36.1,19.8,Dave Wannstedt
Charlie,Weatherbie,UL Monroe,2009,6,6,-15.6,19.6,33.3,Charlie Weatherbie
Charlie,Weis,Notre Dame,2009,6,6,11.0,39.2,28.7,Charlie Weis
Tommy,West,Memphis,2009,2,10,-14.4,22.8,36.8,Tommy West
Kyle,Whittingham,Utah,2009,10,3,15.1,30.4,17.0,Kyle Whittingham
Paul,Wulff,Washington State,2009,1,11,-22.2,17.6,38.5,Paul Wulff
Ron,Zook,Illinois,2009,3,9,-5.7,27.1,32.0,Ron Zook
Gary,Andersen,Utah State,2010,4,8,-19.2,17.1,34.4,Gary Andersen
Chris,Ault,Nevada,2010,13,1,10.8,37.6,26.5,Chris Ault
David,Bailiff,Rice,2010,4,8,-16.6,23.6,40.6,David Bailiff
Frank,Beamer,Virginia Tech,2010,11,3,21.2,39.6,20.0,Frank Beamer
Tim,Beckman,Toledo,2010,8,5,-5.5,23.9,27.1,Tim Beckman
Phil,Bennett,Pittsburgh,2010,1,0,11.3,29.7,18.7,Phil Bennett
Todd,Berry,UL Monroe,2010,5,7,-24.1,13.2,36.4,Todd Berry
Bret,Bielema,Wisconsin,2010,11,2,23.1,42.1,20.7,Bret Bielema
Larry,Blakeney,Troy,2010,8,5,-4.4,27.8,32.7,Larry Blakeney
Tim,Brewster,Minnesota,2010,1,6,-10.4,25.1,33.6,Tim Brewster
Art,Briles,Baylor,2010,7,6,4.6,34.9,29.5,Art Briles
Mack,Brown,Texas,2010,5,7,10.6,24.8,15.3,Mack Brown
Rickey,Bustle,Louisiana,2010,3,9,-28.2,15.5,41.0,Rickey Bustle
Robbie,Caldwell,Vanderbilt,2010,2,10,-10.0,20.5,29.4,Robbie Caldwell
Troy,Calhoun,Air Force,2010,9,4,3.9,30.5,24.7,Troy Calhoun
Neil,Callaway,UAB,2010,4,8,-9.7,26.0,33.2,Neil Callaway
Mike,Canales,North Texas,2010,2,3,-15.6,20.7,36.2,Mike Canales
Gene,Chizik,Auburn,2010,14,0,26.5,49.4,22.7,Gene Chizik
Dave,Christensen,Wyoming,2010,3,9,-13.0,20.0,33.9,Dave Christensen
Dave,Clawson,Bowling Green,2010,2,10,-23.5,14.2,35.1,Dave Clawson
Mario,Cristobal,Florida International,2010,7,6,-12.3,20.8,33.5,Mario Cristobal
Bill,Cubit,Western Michigan,2010,6,6,-4.5,25.1,30.2,Bill Cubit
David,Cutcliffe,Duke,2010,3,9,-9.6,23.8,34.3,David Cutcliffe
Mark,Dantonio,Michigan State,2010,11,2,13.8,34.7,23.3,Mark Dantonio
Butch,Davis,North Carolina,2010,8,5,7.7,30.9,22.2,Butch Davis
Todd,Dodge,North Texas,2010,1,6,-15.6,20.7,36.2,Todd Dodge
